,Operator Analysis for Inst1_Ord_80_Veh_45_Loc_45 

Bit Strings represent use of the following operators in order: 
,swapf,exch3,2-opt,rrif,rncic,reig,rsirg

Operators (1=used), Initial Objective, Average Objective,Best Objective,Best Realtive to Average,Average Run Time
1000101,6422128.600396535,23661.55200344113,21719.31376361531,0.08208414391175005,23.3729229112
1000110,6422128.600396535,22619.041031711477,21961.48867638938,0.02907074417523799,17.011336437900002
1000111,6422128.600396535,23407.997099260094,20849.811833633594,0.10928680718724808,21.583720987699998
1001000,6422128.600396535,30055.65691413025,28284.644770682607,0.05892441973594081,0.20732660120000004
1001001,6422128.600396535,23257.20415073575,21893.921245146084,0.05861766086559194,20.6799337994
1001010,6422128.600396535,21747.477692508975,20975.952516176603,0.03547653604896571,12.2956220851
1001011,6422128.600396535,21600.957267626254,20974.49431125303,0.029001629354274715,16.5024473673
1001100,6422128.600396535,26006.853527498235,24237.439813795936,0.06803643938823345,4.1830270997
1001101,6422128.600396535,22717.405186019692,20849.903252668268,0.08220577649865957,18.1618194215
1001110,6422128.600396535,21734.94485446843,20826.379453787435,0.041802056861175184,12.3137918265
1001111,6422128.600396535,21994.689980945368,20494.65140813833,0.06820003255815682,19.0502915
1010000,6422128.600396535,6422128.600396527,6422128.600396525,2.900354796875214E-16,0.14495043629999999
1010001,6422128.600396535,23732.16609623336,21034.278602765233,0.11368062580247659,20.079316620500002
1010010,6422128.600396535,22134.622659926717,21131.215628366306,0.045332014327807535,14.6526680212
1010011,6422128.600396535,21596.881552225223,20776.20482840118,0.037999778895832524,17.3737975839
1010100,6422128.600396535,48877.600041334386,43483.86897642977,0.11035179837682897,17.0534455525
1010101,6422128.600396535,25971.310405440938,20976.48039717982,0.19232106236790847,22.7961071791
1010110,6422128.600396535,22554.41482707741,21389.41493454468,0.05165285384101854,14.5676993283
1010111,6422128.600396535,24134.264969402895,21314.96312414916,0.11681739008119825,19.2504969106
1011000,6422128.600396535,30892.873017745434,28724.78899394674,0.07018071846387704,0.2018848534
1011001,6422128.600396535,24002.00428317776,21706.947275290004,0.09561938998137291,17.2733494803
1011010,6422128.600396535,22164.584122823573,21085.04001436578,0.04870581385491251,10.7655613033
1011011,6422128.600396535,23987.30118332398,20637.887700780422,0.13963277723264994,21.3563379673
1011100,6422128.600396535,26458.19744249984,24640.858824715895,0.06868716667994744,3.1967382826
1011101,6422128.600396535,23083.129561409343,21270.7185073278,0.07851669546193392,17.2831941779
1011110,6422128.600396535,23673.45033117407,21066.70282698498,0.1101126987288553,14.268668120700003
1011111,6422128.600396535,22646.9901660816,20713.13568675305,0.08539123588373722,18.547567690599998
1100000,6422128.600396535,6422128.600396526,6422128.600396525,1.4501773984376072E-16,0.1532774107
1100001,6422128.600396535,24257.871055903735,21463.205895283878,0.11520653045683119,19.1764767506
1100010,6422128.600396535,22908.653985527686,21229.609601355445,0.07329301779288126,12.740954167
1100011,6422128.600396535,21937.921115303026,21064.320232132715,0.03982149806167922,16.659904736100003
1100100,6422128.600396535,49283.40570220693,43115.18399230397,0.12515818706146647,9.5366352287
1100101,6422128.600396535,23273.18635294203,21295.569862241882,0.08497403237825883,19.5265755729
1100110,6422128.600396535,24341.33987774654,21817.67025615889,0.10367833628973122,14.373250730600002
1100111,6422128.600396535,23464.50901875383,20890.222152486258,0.10970981170797534,17.879133334099997
1101000,6422128.600396535,29828.11462691075,27854.47814973304,0.06616698714832968,0.185002603
1101001,6422128.600396535,23524.0634669559,20548.27557732303,0.12649973903585746,16.774434818499998
1101010,6422128.600396535,22973.075262735216,21021.191450780974,0.0849639758557012,11.4086699963
1101011,6422128.600396535,22808.490016884036,20901.112504103818,0.08362576879785895,16.1931231679
1101100,6422128.600396535,27707.232139839914,24891.97422227264,0.10160733137682293,2.5852165333
1101101,6422128.600396535,22342.060775759266,21507.512796337218,0.03735322304411229,14.2628310793
1101110,6422128.600396535,23130.111201195617,21051.293510672836,0.08987495444532602,11.5923366923
1101111,6422128.600396535,21721.81013843072,20694.34570704426,0.04730105018129432,14.131642396200002
1110000,6422128.600396535,6422128.600396527,6422128.600396524,4.3505321953128207E-16,0.1389715672
1110001,6422128.600396535,22479.5789226122,21511.992438853216,0.04304290961543272,14.1406234643
1110010,6422128.600396535,23131.53656661798,21519.300249216918,0.06969862606221074,11.9212015014
1110011,6422128.600396535,22418.193917096214,20773.661862048437,0.0733570269366637,15.981637314
1110100,6422128.600396535,49150.70236860252,39181.66650918241,0.20282590846124576,8.2395308051
1110101,6422128.600396535,23674.136464517516,21018.444657724638,0.11217692399354012,15.0292530729
1110110,6422128.600396535,24252.825319746964,21495.571013117507,0.11368796296011188,11.9674544707
1110111,6422128.600396535,23981.26832966192,20930.84291760759,0.1272003369513748,17.6111280849
1111000,6422128.600396535,29912.202861274603,27276.70259339667,0.08810786287124131,0.18499936649999998
1111001,6422128.600396535,23870.6592396919,22303.710200111705,0.06564330812341736,13.397119778899997
1111010,6422128.600396535,24246.849139240163,21310.248036325895,0.12111268916016749,11.8435809443
1111011,6422128.600396535,22305.9233163202,20850.275636643488,0.06525834680923893,14.497184716000001
1111100,6422128.600396535,27188.359379221925,25218.187708102476,0.07246379392149375,2.2677995223
1111101,6422128.600396535,22696.898012743048,21614.67487690621,0.04768154376114432,14.4859482514
1111110,6422128.600396535,23677.50161522177,21629.946796656368,0.08647681042703723,12.125547140000002
1111111,6422128.600396535,23196.373844018177,21134.173548263247,0.08890183912459772,14.0141808942

swapf,super class for all Operators not working standalone as operator
exch3,exchanges 3 positions in a random vehicles schedule, returns first feasible exchange
2-opt,2-opt operator that picks a random vehicle and performs reverses on parts of the schedule until no more improvement is possible for this vehicle
rrif,removes random orders and reinserts them in the first fitting position in random vehicle
rncic,removes orders that are badly clustered and tries to insert them in the most clustered schedule
reig,Removes the most expensive orders and reinserts them in the cheapest possible position
rsirg,removes similar orders and reinserts them after regret k
