Results from runnning alns on input file instance AT-DE_W

Instance,Initial_Obj,Best_Obj,Run_Time,Segments,Segment_length
5306,2.0,0.0,0.0,0.0,0.0
5307,2.0,0.0,0.0,0.0,0.0
5308,2.0,0.0,0.0,0.0,0.0
5309,2.0,0.0,0.0,0.0,0.0
5310,2.0,0.0,0.0,0.0,0.0
5311,2.0,0.0,0.0,0.0,0.0
5312,2.0,0.0,0.0,0.0,0.0
5313,2.0,0.0,0.0,0.0,0.0
5314,2.0,0.0,0.0,0.0,0.0
5315,3.0,0.0,0.0,0.0,0.0
5316,3.0,0.0,0.0,0.0,0.0
5317,3.0,0.0,0.0,0.0,0.0
5318,3.0,0.0,0.0,0.0,0.0
5319,3.0,0.0,0.0,0.0,0.0
5320,3.0,0.0,0.0,0.0,0.0
5321,3.0,0.0,0.0,0.0,0.0
5322,3.0,0.0,0.0,0.0,0.0
5323,3.0,0.0,0.0,0.0,0.0
5324,3.0,0.0,0.0,0.0,0.0
5325,3.0,0.0,0.0,0.0,0.0
5326,3.0,0.0,0.0,0.0,0.0
5327,3.0,0.0,0.0,0.0,0.0
5328,3.0,0.0,0.0,0.0,0.0
5329,4.0,0.0,0.0,0.0,0.0
5330,4.0,0.0,0.0,0.0,0.0
5331,4.0,0.0,0.0,0.0,0.0
5332,4.0,0.0,0.0,0.0,0.0
5333,4.0,0.0,0.0,0.0,0.0
5334,4.0,0.0,0.0,0.0,0.0
5335,4.0,0.0,0.0,0.0,0.0
5336,4.0,0.0,0.0,0.0,0.0
5337,4.0,0.0,0.0,0.0,0.0
5338,4.0,0.0,0.0,0.0,0.0
5339,4.0,0.0,0.0,0.0,0.0
5340,4.0,0.0,0.0,0.0,0.0
5341,4.0,0.0,0.0,0.0,0.0
5342,4.0,0.0,0.0,0.0,0.0
5343,4.0,0.0,0.0,0.0,0.0
5344,4.0,0.0,0.0,0.0,0.0
5345,4.0,0.0,0.0,0.0,0.0
5346,4.0,0.0,0.0,0.0,0.0
5347,4.0,0.0,0.0,0.0,0.0
5348,5.0,0.0,0.0,0.0,0.0
5349,5.0,0.0,0.0,0.0,0.0
5350,5.0,0.0,0.0,0.0,0.0
5351,5.0,0.0,0.0,0.0,0.0
5352,5.0,0.0,0.0,0.0,0.0
5353,5.0,0.0,0.0,0.0,0.0
5354,5.0,0.0,0.0,0.0,0.0
5355,5.0,0.0,0.0,0.0,0.0
5356,5.0,0.0,0.0,0.0,0.0
5357,5.0,0.0,0.0,0.0,0.0
5358,5.0,0.0,0.0,0.0,0.0
5359,5.0,0.0,0.0,0.0,0.0
5360,5.0,0.0,0.0,0.0,0.0
5361,5.0,0.0,0.0,0.0,0.0
5362,5.0,0.0,0.0,0.0,0.0
5363,5.0,0.0,0.0,0.0,0.0
5364,6.0,0.0,0.0,0.0,0.0
5365,6.0,0.0,0.0,0.0,0.0
5366,6.0,0.0,0.0,0.0,0.0
5367,7.0,0.0,0.0,0.0,0.0
5368,7.0,0.0,0.0,0.0,0.0
5369,7.0,0.0,0.0,0.0,0.0
5370,7.0,0.0,0.0,0.0,0.0
5371,7.0,0.0,0.0,0.0,0.0
5372,7.0,0.0,0.0,0.0,0.0
5373,8.0,0.0,0.0,0.0,0.0
5374,8.0,0.0,0.0,0.0,0.0
5375,8.0,0.0,0.0,0.0,0.0
5376,8.0,0.0,0.0,0.0,0.0
5377,8.0,0.0,0.0,0.0,0.0
5378,8.0,0.0,0.0,0.0,0.0
5379,8.0,0.0,0.0,0.0,0.0
5380,8.0,0.0,0.0,0.0,0.0
5381,8.0,0.0,0.0,0.0,0.0
5382,9.0,0.0,0.0,0.0,0.0
5383,9.0,0.0,0.0,0.0,0.0
5384,9.0,0.0,0.0,0.0,0.0
5385,9.0,0.0,0.0,0.0,0.0
5386,9.0,0.0,0.0,0.0,0.0
5387,9.0,0.0,0.0,0.0,0.0
5388,10.0,0.0,0.0,0.0,0.0
5389,10.0,0.0,0.0,0.0,0.0
5390,10.0,0.0,0.0,0.0,0.0
5391,10.0,0.0,0.0,0.0,0.0
5392,10.0,0.0,0.0,0.0,0.0
5393,11.0,0.0,0.0,0.0,0.0
5394,12.0,0.0,0.0,0.0,0.0
5395,12.0,0.0,0.0,0.0,0.0
5396,12.0,0.0,0.0,0.0,0.0
5397,12.0,0.0,0.0,0.0,0.0
5398,12.0,0.0,0.0,0.0,0.0
5399,12.0,0.0,0.0,0.0,0.0
5400,12.0,0.0,0.0,0.0,0.0
5401,0.0,0.0,0.0,0.0,0.0
5402,0.0,0.0,0.0,0.0,0.0
5403,0.0,0.0,0.0,0.0,0.0
5404,0.0,0.0,0.0,0.0,0.0
5405,0.0,0.0,0.0,0.0,0.0
5406,0.0,0.0,0.0,0.0,0.0
5407,0.0,0.0,0.0,0.0,0.0
5408,0.0,0.0,0.0,0.0,0.0
5409,0.0,0.0,0.0,0.0,0.0
5410,0.0,0.0,0.0,0.0,0.0
5411,0.0,0.0,0.0,0.0,0.0
5412,0.0,0.0,0.0,0.0,0.0
5413,0.0,0.0,0.0,0.0,0.0
5414,0.0,0.0,0.0,0.0,0.0
5415,0.0,0.0,0.0,0.0,0.0
5416,0.0,0.0,0.0,0.0,0.0
5417,0.0,0.0,0.0,0.0,0.0
5418,0.0,0.0,0.0,0.0,0.0
5419,0.0,0.0,0.0,0.0,0.0
5420,0.0,0.0,0.0,0.0,0.0
5421,0.0,0.0,0.0,0.0,0.0
5422,1.0,0.0,0.0,0.0,0.0
5423,2.0,0.0,0.0,0.0,0.0
5424,2.0,0.0,0.0,0.0,0.0
5425,2.0,0.0,0.0,0.0,0.0
5426,3.0,0.0,0.0,0.0,0.0
5427,3.0,0.0,0.0,0.0,0.0
5428,3.0,0.0,0.0,0.0,0.0
5429,3.0,0.0,0.0,0.0,0.0
5430,3.0,0.0,0.0,0.0,0.0
5431,3.0,0.0,0.0,0.0,0.0
5432,3.0,0.0,0.0,0.0,0.0
5433,3.0,0.0,0.0,0.0,0.0
5434,3.0,0.0,0.0,0.0,0.0
5435,3.0,0.0,0.0,0.0,0.0
5436,3.0,0.0,0.0,0.0,0.0
5437,4.0,0.0,0.0,0.0,0.0
5438,4.0,0.0,0.0,0.0,0.0
5439,4.0,0.0,0.0,0.0,0.0
5440,4.0,0.0,0.0,0.0,0.0
5441,4.0,0.0,0.0,0.0,0.0
5442,4.0,0.0,0.0,0.0,0.0
5443,5.0,0.0,0.0,0.0,0.0
5444,5.0,0.0,0.0,0.0,0.0
5445,5.0,0.0,0.0,0.0,0.0
5446,6.0,0.0,0.0,0.0,0.0
5447,6.0,0.0,0.0,0.0,0.0
5448,6.0,0.0,0.0,0.0,0.0
5449,6.0,0.0,0.0,0.0,0.0
5450,6.0,0.0,0.0,0.0,0.0
5451,7.0,0.0,0.0,0.0,0.0
5452,7.0,0.0,0.0,0.0,0.0
5453,7.0,0.0,0.0,0.0,0.0
5454,8.0,0.0,0.0,0.0,0.0
5455,8.0,0.0,0.0,0.0,0.0
5456,8.0,0.0,0.0,0.0,0.0
5457,8.0,0.0,0.0,0.0,0.0
5458,9.0,0.0,0.0,0.0,0.0
5459,9.0,0.0,0.0,0.0,0.0
5460,9.0,0.0,0.0,0.0,0.0
5461,9.0,0.0,0.0,0.0,0.0
5462,9.0,0.0,0.0,0.0,0.0
5463,9.0,0.0,0.0,0.0,0.0
5464,9.0,0.0,0.0,0.0,0.0
5465,9.0,0.0,0.0,0.0,0.0
5466,10.0,0.0,0.0,0.0,0.0
5467,10.0,0.0,0.0,0.0,0.0
5468,10.0,0.0,0.0,0.0,0.0
5469,10.0,0.0,0.0,0.0,0.0
5470,11.0,0.0,0.0,0.0,0.0
5471,11.0,0.0,0.0,0.0,0.0
5472,11.0,0.0,0.0,0.0,0.0
5473,11.0,0.0,0.0,0.0,0.0
5474,12.0,0.0,0.0,0.0,0.0
5475,13.0,0.0,0.0,0.0,0.0
5476,13.0,0.0,0.0,0.0,0.0
5477,13.0,0.0,0.0,0.0,0.0
5478,14.0,0.0,0.0,0.0,0.0
5479,15.0,0.0,0.0,0.0,0.0
5480,15.0,0.0,0.0,0.0,0.0
5481,16.0,0.0,0.0,0.0,0.0
5482,17.0,0.0,0.0,0.0,0.0
5483,17.0,0.0,0.0,0.0,0.0
5484,17.0,0.0,0.0,0.0,0.0
5485,17.0,0.0,0.0,0.0,0.0
5486,17.0,0.0,0.0,0.0,0.0
5487,17.0,0.0,0.0,0.0,0.0
5488,17.0,0.0,0.0,0.0,0.0
5489,18.0,0.0,0.0,0.0,0.0
5490,19.0,0.0,0.0,0.0,0.0
5491,19.0,0.0,0.0,0.0,0.0
5492,19.0,0.0,0.0,0.0,0.0
5493,19.0,0.0,0.0,0.0,0.0
5494,19.0,0.0,0.0,0.0,0.0
5495,19.0,0.0,0.0,0.0,0.0
5496,19.0,0.0,0.0,0.0,0.0
5497,19.0,0.0,0.0,0.0,0.0
5498,19.0,0.0,0.0,0.0,0.0
5499,19.0,0.0,0.0,0.0,0.0
5500,19.0,0.0,0.0,0.0,0.0
5501,0.0,0.0,0.0,0.0,0.0
5502,0.0,0.0,0.0,0.0,0.0
5503,0.0,0.0,0.0,0.0,0.0
5504,0.0,0.0,0.0,0.0,0.0
5505,0.0,0.0,0.0,0.0,0.0
5506,0.0,0.0,0.0,0.0,0.0
5507,0.0,0.0,0.0,0.0,0.0
5508,0.0,0.0,0.0,0.0,0.0
5509,0.0,0.0,0.0,0.0,0.0
5510,1.0,0.0,0.0,0.0,0.0
5511,2.0,0.0,0.0,0.0,0.0
5512,2.0,0.0,0.0,0.0,0.0
5513,2.0,0.0,0.0,0.0,0.0
5514,2.0,0.0,0.0,0.0,0.0
5515,2.0,0.0,0.0,0.0,0.0
5516,2.0,0.0,0.0,0.0,0.0
5517,2.0,0.0,0.0,0.0,0.0
5518,2.0,0.0,0.0,0.0,0.0
5519,2.0,0.0,0.0,0.0,0.0
5520,2.0,0.0,0.0,0.0,0.0
5521,2.0,0.0,0.0,0.0,0.0
5522,2.0,0.0,0.0,0.0,0.0
5523,3.0,0.0,0.0,0.0,0.0
5524,3.0,0.0,0.0,0.0,0.0
5525,4.0,0.0,0.0,0.0,0.0
5526,4.0,0.0,0.0,0.0,0.0
5527,4.0,0.0,0.0,0.0,0.0
5528,4.0,0.0,0.0,0.0,0.0
5529,5.0,0.0,0.0,0.0,0.0
5530,5.0,0.0,0.0,0.0,0.0
5531,5.0,0.0,0.0,0.0,0.0
5532,5.0,0.0,0.0,0.0,0.0
5533,5.0,0.0,0.0,0.0,0.0
5534,5.0,0.0,0.0,0.0,0.0
5535,5.0,0.0,0.0,0.0,0.0
5536,5.0,0.0,0.0,0.0,0.0
5537,5.0,0.0,0.0,0.0,0.0
5538,5.0,0.0,0.0,0.0,0.0
5539,6.0,0.0,0.0,0.0,0.0
5540,6.0,0.0,0.0,0.0,0.0
5541,6.0,0.0,0.0,0.0,0.0
5542,6.0,0.0,0.0,0.0,0.0
5543,6.0,0.0,0.0,0.0,0.0
5544,6.0,0.0,0.0,0.0,0.0
5545,6.0,0.0,0.0,0.0,0.0
5546,6.0,0.0,0.0,0.0,0.0
5547,6.0,0.0,0.0,0.0,0.0
5548,6.0,0.0,0.0,0.0,0.0
5549,6.0,0.0,0.0,0.0,0.0
5550,6.0,0.0,0.0,0.0,0.0
5551,7.0,0.0,0.0,0.0,0.0
5552,7.0,0.0,0.0,0.0,0.0
5553,7.0,0.0,0.0,0.0,0.0
5554,8.0,0.0,0.0,0.0,0.0
5555,8.0,0.0,0.0,0.0,0.0
5556,8.0,0.0,0.0,0.0,0.0
5557,9.0,0.0,0.0,0.0,0.0
5558,9.0,0.0,0.0,0.0,0.0
5559,9.0,0.0,0.0,0.0,0.0
5560,9.0,0.0,0.0,0.0,0.0
5561,9.0,0.0,0.0,0.0,0.0
5562,9.0,0.0,0.0,0.0,0.0
5563,9.0,0.0,0.0,0.0,0.0
5564,9.0,0.0,0.0,0.0,0.0
5565,9.0,0.0,0.0,0.0,0.0
5566,9.0,0.0,0.0,0.0,0.0
5567,9.0,0.0,0.0,0.0,0.0
5568,9.0,0.0,0.0,0.0,0.0
5569,9.0,0.0,0.0,0.0,0.0
5570,9.0,0.0,0.0,0.0,0.0
5571,9.0,0.0,0.0,0.0,0.0
5572,9.0,0.0,0.0,0.0,0.0
5573,9.0,0.0,0.0,0.0,0.0
5574,9.0,0.0,0.0,0.0,0.0
5575,9.0,0.0,0.0,0.0,0.0
5576,9.0,0.0,0.0,0.0,0.0
5577,9.0,0.0,0.0,0.0,0.0
5578,9.0,0.0,0.0,0.0,0.0
5579,10.0,0.0,0.0,0.0,0.0
5580,10.0,0.0,0.0,0.0,0.0
5581,10.0,0.0,0.0,0.0,0.0
5582,10.0,0.0,0.0,0.0,0.0
5583,10.0,0.0,0.0,0.0,0.0
5584,10.0,0.0,0.0,0.0,0.0
5585,10.0,0.0,0.0,0.0,0.0
5586,10.0,0.0,0.0,0.0,0.0
5587,10.0,0.0,0.0,0.0,0.0
5588,10.0,0.0,0.0,0.0,0.0
5589,10.0,0.0,0.0,0.0,0.0
5590,11.0,0.0,0.0,0.0,0.0
5591,11.0,0.0,0.0,0.0,0.0
5592,11.0,0.0,0.0,0.0,0.0
5593,11.0,0.0,0.0,0.0,0.0
5594,11.0,0.0,0.0,0.0,0.0
5595,11.0,0.0,0.0,0.0,0.0
5596,12.0,0.0,0.0,0.0,0.0
5597,12.0,0.0,0.0,0.0,0.0
5598,12.0,0.0,0.0,0.0,0.0
5599,12.0,0.0,0.0,0.0,0.0
5600,12.0,0.0,0.0,0.0,0.0
5601,0.0,0.0,0.0,0.0,0.0
5602,0.0,0.0,0.0,0.0,0.0
5603,0.0,0.0,0.0,0.0,0.0
5604,0.0,0.0,0.0,0.0,0.0
5605,0.0,0.0,0.0,0.0,0.0
5606,1.0,0.0,0.0,0.0,0.0
5607,1.0,0.0,0.0,0.0,0.0
5608,1.0,0.0,0.0,0.0,0.0
5609,1.0,0.0,0.0,0.0,0.0
5610,1.0,0.0,0.0,0.0,0.0
5611,1.0,0.0,0.0,0.0,0.0
5612,1.0,0.0,0.0,0.0,0.0
5613,1.0,0.0,0.0,0.0,0.0
5614,1.0,0.0,0.0,0.0,0.0
5615,1.0,0.0,0.0,0.0,0.0
5616,1.0,0.0,0.0,0.0,0.0
5617,1.0,0.0,0.0,0.0,0.0
5618,1.0,0.0,0.0,0.0,0.0
5619,1.0,0.0,0.0,0.0,0.0
5620,1.0,0.0,0.0,0.0,0.0
5621,1.0,0.0,0.0,0.0,0.0
5622,1.0,0.0,0.0,0.0,0.0
5623,1.0,0.0,0.0,0.0,0.0
5624,1.0,0.0,0.0,0.0,0.0
5625,2.0,0.0,0.0,0.0,0.0
5626,2.0,0.0,0.0,0.0,0.0
5627,3.0,0.0,0.0,0.0,0.0
5628,3.0,0.0,0.0,0.0,0.0
5629,3.0,0.0,0.0,0.0,0.0
5630,3.0,0.0,0.0,0.0,0.0
5631,4.0,0.0,0.0,0.0,0.0
5632,4.0,0.0,0.0,0.0,0.0
5633,4.0,0.0,0.0,0.0,0.0
5634,4.0,0.0,0.0,0.0,0.0
5635,4.0,0.0,0.0,0.0,0.0
5636,4.0,0.0,0.0,0.0,0.0
5637,4.0,0.0,0.0,0.0,0.0
5638,5.0,0.0,0.0,0.0,0.0
5639,5.0,0.0,0.0,0.0,0.0
5640,6.0,0.0,0.0,0.0,0.0
5641,6.0,0.0,0.0,0.0,0.0
5642,6.0,0.0,0.0,0.0,0.0
5643,6.0,0.0,0.0,0.0,0.0
5644,6.0,0.0,0.0,0.0,0.0
5645,7.0,0.0,0.0,0.0,0.0
5646,7.0,0.0,0.0,0.0,0.0
5647,7.0,0.0,0.0,0.0,0.0
5648,7.0,0.0,0.0,0.0,0.0
5649,7.0,0.0,0.0,0.0,0.0
5650,7.0,0.0,0.0,0.0,0.0
5651,7.0,0.0,0.0,0.0,0.0
5652,7.0,0.0,0.0,0.0,0.0
5653,7.0,0.0,0.0,0.0,0.0
5654,7.0,0.0,0.0,0.0,0.0
5655,7.0,0.0,0.0,0.0,0.0
5656,8.0,0.0,0.0,0.0,0.0
5657,8.0,0.0,0.0,0.0,0.0
5658,8.0,0.0,0.0,0.0,0.0
5659,9.0,0.0,0.0,0.0,0.0
5660,9.0,0.0,0.0,0.0,0.0
5661,9.0,0.0,0.0,0.0,0.0
5662,9.0,0.0,0.0,0.0,0.0
5663,9.0,0.0,0.0,0.0,0.0
5664,9.0,0.0,0.0,0.0,0.0
5665,9.0,0.0,0.0,0.0,0.0
5666,9.0,0.0,0.0,0.0,0.0
5667,9.0,0.0,0.0,0.0,0.0
5668,10.0,0.0,0.0,0.0,0.0
5669,10.0,0.0,0.0,0.0,0.0
5670,11.0,0.0,0.0,0.0,0.0
5671,11.0,0.0,0.0,0.0,0.0
5672,11.0,0.0,0.0,0.0,0.0
5673,11.0,0.0,0.0,0.0,0.0
5674,12.0,0.0,0.0,0.0,0.0
5675,12.0,0.0,0.0,0.0,0.0
5676,12.0,0.0,0.0,0.0,0.0
5677,12.0,0.0,0.0,0.0,0.0
5678,12.0,0.0,0.0,0.0,0.0
5679,12.0,0.0,0.0,0.0,0.0
5680,13.0,0.0,0.0,0.0,0.0
5681,13.0,0.0,0.0,0.0,0.0
5682,13.0,0.0,0.0,0.0,0.0
5683,14.0,0.0,0.0,0.0,0.0
5684,14.0,0.0,0.0,0.0,0.0
5685,14.0,0.0,0.0,0.0,0.0
5686,14.0,0.0,0.0,0.0,0.0
5687,14.0,0.0,0.0,0.0,0.0
5688,14.0,0.0,0.0,0.0,0.0
5689,14.0,0.0,0.0,0.0,0.0
5690,14.0,0.0,0.0,0.0,0.0
5691,15.0,0.0,0.0,0.0,0.0
5692,15.0,0.0,0.0,0.0,0.0
5693,15.0,0.0,0.0,0.0,0.0
5694,15.0,0.0,0.0,0.0,0.0
5695,15.0,0.0,0.0,0.0,0.0
5696,16.0,0.0,0.0,0.0,0.0
5697,16.0,0.0,0.0,0.0,0.0
5698,16.0,0.0,0.0,0.0,0.0
5699,17.0,0.0,0.0,0.0,0.0
5700,17.0,0.0,0.0,0.0,0.0
5701,0.0,0.0,0.0,0.0,0.0
5702,0.0,0.0,0.0,0.0,0.0
5703,0.0,0.0,0.0,0.0,0.0
5704,0.0,0.0,0.0,0.0,0.0
5705,0.0,0.0,0.0,0.0,0.0
5706,0.0,0.0,0.0,0.0,0.0
5707,0.0,0.0,0.0,0.0,0.0
5708,0.0,0.0,0.0,0.0,0.0
5709,0.0,0.0,0.0,0.0,0.0
5710,0.0,0.0,0.0,0.0,0.0
5711,0.0,0.0,0.0,0.0,0.0
5712,0.0,0.0,0.0,0.0,0.0
5713,0.0,0.0,0.0,0.0,0.0
5714,0.0,0.0,0.0,0.0,0.0
5715,1.0,0.0,0.0,0.0,0.0
5716,1.0,0.0,0.0,0.0,0.0
5717,1.0,0.0,0.0,0.0,0.0
5718,1.0,0.0,0.0,0.0,0.0
5719,1.0,0.0,0.0,0.0,0.0
5720,1.0,0.0,0.0,0.0,0.0
5721,1.0,0.0,0.0,0.0,0.0
5722,1.0,0.0,0.0,0.0,0.0
5723,2.0,0.0,0.0,0.0,0.0
5724,2.0,0.0,0.0,0.0,0.0
5725,2.0,0.0,0.0,0.0,0.0
5726,2.0,0.0,0.0,0.0,0.0
5727,2.0,0.0,0.0,0.0,0.0
5728,2.0,0.0,0.0,0.0,0.0
5729,3.0,0.0,0.0,0.0,0.0
5730,3.0,0.0,0.0,0.0,0.0
5731,3.0,0.0,0.0,0.0,0.0
5732,3.0,0.0,0.0,0.0,0.0
5733,3.0,0.0,0.0,0.0,0.0
5734,3.0,0.0,0.0,0.0,0.0
5735,4.0,0.0,0.0,0.0,0.0
5736,4.0,0.0,0.0,0.0,0.0
5737,4.0,0.0,0.0,0.0,0.0
5738,4.0,0.0,0.0,0.0,0.0
5739,4.0,0.0,0.0,0.0,0.0
5740,4.0,0.0,0.0,0.0,0.0
5741,4.0,0.0,0.0,0.0,0.0
5742,4.0,0.0,0.0,0.0,0.0
5743,4.0,0.0,0.0,0.0,0.0
5744,4.0,0.0,0.0,0.0,0.0
5745,5.0,0.0,0.0,0.0,0.0
5746,5.0,0.0,0.0,0.0,0.0
5747,5.0,0.0,0.0,0.0,0.0
5748,6.0,0.0,0.0,0.0,0.0
5749,6.0,0.0,0.0,0.0,0.0
5750,6.0,0.0,0.0,0.0,0.0
5751,6.0,0.0,0.0,0.0,0.0
5752,6.0,0.0,0.0,0.0,0.0
5753,6.0,0.0,0.0,0.0,0.0
5754,7.0,0.0,0.0,0.0,0.0
5755,7.0,0.0,0.0,0.0,0.0
5756,7.0,0.0,0.0,0.0,0.0
5757,7.0,0.0,0.0,0.0,0.0
5758,8.0,0.0,0.0,0.0,0.0
5759,8.0,0.0,0.0,0.0,0.0
5760,8.0,0.0,0.0,0.0,0.0
5761,8.0,0.0,0.0,0.0,0.0
5762,8.0,0.0,0.0,0.0,0.0
5763,8.0,0.0,0.0,0.0,0.0
5764,8.0,0.0,0.0,0.0,0.0
5765,8.0,0.0,0.0,0.0,0.0
5766,8.0,0.0,0.0,0.0,0.0
5767,8.0,0.0,0.0,0.0,0.0
5768,8.0,0.0,0.0,0.0,0.0
5769,8.0,0.0,0.0,0.0,0.0
5770,8.0,0.0,0.0,0.0,0.0
5771,8.0,0.0,0.0,0.0,0.0
5772,8.0,0.0,0.0,0.0,0.0
5773,8.0,0.0,0.0,0.0,0.0
5774,8.0,0.0,0.0,0.0,0.0
5775,8.0,0.0,0.0,0.0,0.0
5776,8.0,0.0,0.0,0.0,0.0
5777,8.0,0.0,0.0,0.0,0.0
5778,8.0,0.0,0.0,0.0,0.0
5779,9.0,0.0,0.0,0.0,0.0
5780,9.0,0.0,0.0,0.0,0.0
5781,9.0,0.0,0.0,0.0,0.0
5782,9.0,0.0,0.0,0.0,0.0
5783,9.0,0.0,0.0,0.0,0.0
5784,9.0,0.0,0.0,0.0,0.0
5785,9.0,0.0,0.0,0.0,0.0
5786,9.0,0.0,0.0,0.0,0.0
5787,10.0,0.0,0.0,0.0,0.0
5788,10.0,0.0,0.0,0.0,0.0
5789,10.0,0.0,0.0,0.0,0.0
5790,11.0,0.0,0.0,0.0,0.0
5791,11.0,0.0,0.0,0.0,0.0
5792,11.0,0.0,0.0,0.0,0.0
5793,11.0,0.0,0.0,0.0,0.0
5794,11.0,0.0,0.0,0.0,0.0
5795,11.0,0.0,0.0,0.0,0.0
5796,11.0,0.0,0.0,0.0,0.0
5797,11.0,0.0,0.0,0.0,0.0
5798,11.0,0.0,0.0,0.0,0.0
5799,11.0,0.0,0.0,0.0,0.0
5800,11.0,0.0,0.0,0.0,0.0
5801,0.0,0.0,0.0,0.0,0.0
5802,0.0,0.0,0.0,0.0,0.0
5803,0.0,0.0,0.0,0.0,0.0
5804,0.0,0.0,0.0,0.0,0.0
5805,1.0,0.0,0.0,0.0,0.0
5806,1.0,0.0,0.0,0.0,0.0
5807,2.0,0.0,0.0,0.0,0.0
5808,2.0,0.0,0.0,0.0,0.0
5809,2.0,0.0,0.0,0.0,0.0
5810,3.0,0.0,0.0,0.0,0.0
5811,3.0,0.0,0.0,0.0,0.0
5812,4.0,0.0,0.0,0.0,0.0
5813,4.0,0.0,0.0,0.0,0.0
5814,4.0,0.0,0.0,0.0,0.0
5815,4.0,0.0,0.0,0.0,0.0
5816,4.0,0.0,0.0,0.0,0.0
5817,4.0,0.0,0.0,0.0,0.0
5818,4.0,0.0,0.0,0.0,0.0
5819,4.0,0.0,0.0,0.0,0.0
5820,4.0,0.0,0.0,0.0,0.0
5821,5.0,0.0,0.0,0.0,0.0
5822,5.0,0.0,0.0,0.0,0.0
5823,5.0,0.0,0.0,0.0,0.0
5824,5.0,0.0,0.0,0.0,0.0
5825,5.0,0.0,0.0,0.0,0.0
5826,6.0,0.0,0.0,0.0,0.0
5827,6.0,0.0,0.0,0.0,0.0
5828,6.0,0.0,0.0,0.0,0.0
5829,6.0,0.0,0.0,0.0,0.0
5830,6.0,0.0,0.0,0.0,0.0
5831,6.0,0.0,0.0,0.0,0.0
5832,6.0,0.0,0.0,0.0,0.0
5833,6.0,0.0,0.0,0.0,0.0
5834,6.0,0.0,0.0,0.0,0.0
5835,6.0,0.0,0.0,0.0,0.0
5836,6.0,0.0,0.0,0.0,0.0
5837,6.0,0.0,0.0,0.0,0.0
5838,6.0,0.0,0.0,0.0,0.0
5839,6.0,0.0,0.0,0.0,0.0
5840,6.0,0.0,0.0,0.0,0.0
5841,6.0,0.0,0.0,0.0,0.0
5842,6.0,0.0,0.0,0.0,0.0
5843,6.0,0.0,0.0,0.0,0.0
5844,6.0,0.0,0.0,0.0,0.0
5845,6.0,0.0,0.0,0.0,0.0
5846,6.0,0.0,0.0,0.0,0.0
5847,6.0,0.0,0.0,0.0,0.0
5848,6.0,0.0,0.0,0.0,0.0
5849,6.0,0.0,0.0,0.0,0.0
5850,6.0,0.0,0.0,0.0,0.0
5851,6.0,0.0,0.0,0.0,0.0
5852,6.0,0.0,0.0,0.0,0.0
5853,6.0,0.0,0.0,0.0,0.0
5854,6.0,0.0,0.0,0.0,0.0
5855,6.0,0.0,0.0,0.0,0.0
5856,6.0,0.0,0.0,0.0,0.0
5857,6.0,0.0,0.0,0.0,0.0
5858,7.0,0.0,0.0,0.0,0.0
5859,7.0,0.0,0.0,0.0,0.0
5860,7.0,0.0,0.0,0.0,0.0
5861,7.0,0.0,0.0,0.0,0.0
5862,7.0,0.0,0.0,0.0,0.0
5863,7.0,0.0,0.0,0.0,0.0
5864,7.0,0.0,0.0,0.0,0.0
5865,8.0,0.0,0.0,0.0,0.0
5866,8.0,0.0,0.0,0.0,0.0
5867,8.0,0.0,0.0,0.0,0.0
5868,8.0,0.0,0.0,0.0,0.0
5869,8.0,0.0,0.0,0.0,0.0
5870,8.0,0.0,0.0,0.0,0.0
5871,8.0,0.0,0.0,0.0,0.0
5872,8.0,0.0,0.0,0.0,0.0
5873,9.0,0.0,0.0,0.0,0.0
5874,10.0,0.0,0.0,0.0,0.0
5875,10.0,0.0,0.0,0.0,0.0
5876,10.0,0.0,0.0,0.0,0.0
5877,10.0,0.0,0.0,0.0,0.0
5878,10.0,0.0,0.0,0.0,0.0
5879,10.0,0.0,0.0,0.0,0.0
5880,10.0,0.0,0.0,0.0,0.0
5881,10.0,0.0,0.0,0.0,0.0
5882,11.0,0.0,0.0,0.0,0.0
5883,11.0,0.0,0.0,0.0,0.0
5884,11.0,0.0,0.0,0.0,0.0
5885,12.0,0.0,0.0,0.0,0.0
5886,12.0,0.0,0.0,0.0,0.0
5887,12.0,0.0,0.0,0.0,0.0
5888,13.0,0.0,0.0,0.0,0.0
5889,13.0,0.0,0.0,0.0,0.0
5890,14.0,0.0,0.0,0.0,0.0
5891,14.0,0.0,0.0,0.0,0.0
5892,14.0,0.0,0.0,0.0,0.0
5893,14.0,0.0,0.0,0.0,0.0
5894,14.0,0.0,0.0,0.0,0.0
5895,14.0,0.0,0.0,0.0,0.0
5896,14.0,0.0,0.0,0.0,0.0
5897,14.0,0.0,0.0,0.0,0.0
5898,14.0,0.0,0.0,0.0,0.0
5899,14.0,0.0,0.0,0.0,0.0
5900,14.0,0.0,0.0,0.0,0.0
5901,0.0,0.0,0.0,0.0,0.0
5902,0.0,0.0,0.0,0.0,0.0
5903,0.0,0.0,0.0,0.0,0.0
5904,0.0,0.0,0.0,0.0,0.0
5905,1.0,0.0,0.0,0.0,0.0
5906,1.0,0.0,0.0,0.0,0.0
5907,1.0,0.0,0.0,0.0,0.0
5908,1.0,0.0,0.0,0.0,0.0
5909,1.0,0.0,0.0,0.0,0.0
5910,1.0,0.0,0.0,0.0,0.0
5911,1.0,0.0,0.0,0.0,0.0
